Bedroom,Bathroom,Address,Price
1,1.5,"38 Dan Leckie Way, Toronto, ON M5V 4B2, Canada","$2,400.00"
1,1.0,"Queens Quay E, Toronto, ON M5A 1B4, Canada","$4,000.00"
1,1.0,", toronto m5b 2m3 ON, Canada","$1,600.00"
1,1.0,"8 York St, Toronto, ON M5J 2Y2, Canada","$4,000.00"
3,2.0,"21 Widmer St, Toronto, ON M5V 0B8, Canada","$8,000.00"
1,1.0,"1235 Bayly St, Pickering, ON L1W 1L7, Canada","$1,700.00"
1,1.0,"140 Kingston Rd #301, Toronto, ON M4L 1S7, Canada",$950.00
1,1.0,", M5A 2V3, Toronto, ON",$700.00
1,1.0,"39 Queens Quay E, Toronto, ON M5E 0A5, Canada","$2,700.00"
1,1.0,", Toronto M5G 1B1 ON",$700.00
1,2.0,"38 Cedarland Dr, Markham, ON L6G 1E3, Canada","$1,900.00"
2,2.0,", M9B 1B1, Etobicoke, ON","$2,500.00"
1,1.0,"Dundas &amp; Shuter, M5B2R3, Toronto, ON","$1,650.00"
1,1.0,", Toronto M5S1H8  ON, Canada","$1,000.00"
1,1.0,"Maud St, Toronto, ON M5V 2M5, Canada","$1,199.00"
1,1.0,"M4Y1T1, Canada","$1,500.00"
2,1.5,"12 York St, Toronto, ON M5J 2Z2, Canada","$3,200.00"
1,1.0,"195 Wynford Dr, North York, ON M3C 3P3, Canada",$300.00
2,1.0,"1384 Bathurst St, Toronto, ON M5R 3J1, Canada","$2,100.00"
1,1.0,", Toronto M5G 2R3 ON, Canada","$1,600.00"
1,1.0,", Toronto M5j 0B1 ON, Canada","$1,950.00"
1,1.0,", Mississauga L5B3Z4 ON, Canada","$1,950.00"
2,2.0,"55 Regent Park Blvd, M5A2B7, Toronto, ON","$2,600.00"
1,1.0,", TORONTO M5G 2K2 ON, Canada","$2,000.00"
2,2.0,"435 Richmond St West, M5V 0N3, Toronto, ON","$3,000.00"
3,2.0,"Maple Crossing Blvd, Burlington, ON L7S 2J3, Canada","$2,400.00"
3,1.0,", L7S 1R7, Burlington, ON","$3,000.00"
1,1.0,", oakville L6M3V5 ON, Canada","$1,200.00"
1,1.0,"Upper Beaches, Toronto, ON, Canada, M4C 1B4","$1,800.00"
2,1.0,", Toronto M5B 2L7 ON, Canada","$2,200.00"
1,1.0,"561 Sherbourne St, Toronto, ON M4X 0A1, Canada","$2,150.00"
